S,I,R
23,39,37
23,39,37
23,38,37
23,38,38
23,38,38
22,38,38
22,38,38
22,38,38
22,38,38
22,38,38
22,38,38
22,38,38
22,38,38
22,38,38
22,38,38
22,38,38
22,38,38
22,38,38
22,38,39
22,38,39
22,38,39
22,38,39
22,38,39
22,38,39
22,38,39
22,38,39
22,38,39
22,38,39
22,38,39
22,38,39
22,38,39
22,38,39
22,38,39
21,37,40
21,37,40
21,37,40
21,37,40
21,37,40
21,37,40
21,37,40
21,37,40
21,37,40
21,37,40
21,37,40
21,37,40
21,37,40
21,37,40
21,37,41
21,37,41
21,37,41
21,37,41
21,37,41
21,37,41
21,37,41
21,37,41
21,37,41
21,37,41
21,36,41
21,36,41
21,36,42
21,36,42
21,36,42
21,36,42
20,36,42
20,36,42
20,36,42
20,36,42
20,36,42
20,36,42
20,36,42
20,36,42
20,36,42
20,36,42
20,36,43
20,36,43
20,36,43
20,36,43
20,36,43
20,36,43
20,36,43
20,35,43
20,35,43
20,35,43
20,35,43
20,35,43
20,35,43
20,35,43
20,35,44
20,35,44
20,35,44
20,35,44
20,35,44
20,35,44
20,35,44
20,35,44
20,35,44
20,35,44
20,35,44
19,35,44
19,35,44
19,35,45
19,35,45
19,34,45
19,34,45
19,34,45
19,34,45
19,34,45
19,34,45
19,34,45
19,34,45
19,34,45
19,34,45
19,34,45
19,34,46
19,34,46
19,34,46
19,34,46
19,34,46
19,34,46
19,34,46
19,34,46
19,34,46
19,34,46
19,34,46
19,33,46
19,33,46
19,33,46
19,33,46
19,33,46
19,33,46
19,33,47
19,33,47
19,33,47
19,33,47
19,33,47
19,33,47
19,33,47
19,33,47
19,33,47
18,33,47
18,33,47
18,33,47
18,33,47
18,33,47
18,33,47
18,33,47
18,33,48
18,33,48
18,33,48
18,33,48
18,33,48
18,32,48
18,32,48
18,32,48
18,32,48
18,32,48
18,32,48
18,32,48
18,32,48
18,32,48
18,32,48
18,32,48
18,32,49
18,32,49
18,32,49
18,32,49
18,32,49
18,32,49
18,32,49
18,32,49
18,32,49
18,32,49
18,32,49
18,32,49
18,32,49
18,32,49
18,32,49
18,32,49
18,31,49
18,31,50
18,31,50
18,31,50
